movieId,title,genres,director_name,imdb_score,duration,budget,language,country,content_rating,num_voted_users,plot_keywords
3104,Midnight Run (1988),Action|Comedy|Crime|Thriller,Martin Brest,7.6,126.0,30000000.0,English,USA,R,54042,accountant|bounty hunter|fbi|mafia|mob
3108,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance,Terry Gilliam,7.6,137.0,24000000.0,English,USA,R,63274,friendship|holy grail|massacre|redemption|video store
3113,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller,Peter Hyams,5.7,121.0,83000000.0,English,USA,R,89509,atheist|ex cop|female masturbation|female nudity|lucifer
3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,John Lasseter,7.9,82.0,90000000.0,English,USA,G,385871,collector|dog|friend|rescue|toy
3115,Flawless (1999),Drama,Joel Schumacher,6.4,112.0,15000000.0,English,USA,R,14612,gay interest|gay lead character|gay republican|homosexual|neighbor
3117,Ride with the Devil (1999),Drama|Romance|War,Ang Lee,6.8,148.0,35000000.0,English,USA,R,11101,bushwhacker|friend|honor|kansas|raid
3125,"End of the Affair, The (1999)",Drama,Neil Jordan,7.2,102.0,23000000.0,English,UK,R,17740,breasts|jealousy|obsession|sex scene|spiritual
3145,Cradle Will Rock (1999),Drama,Tim Robbins,6.9,132.0,32000000.0,English,USA,R,8039,1930s|depression|play|theatre|union
3146,Deuce Bigalow: Male Gigolo (1999),Comedy,Mike Mitchell,5.7,88.0,17000000.0,English,USA,R,59380,aquarium|fish|fish tank|gigolo|norwegian
3147,"Green Mile, The (1999)",Crime|Drama,Frank Darabont,8.5,189.0,60000000.0,English,USA,R,782610,1930s|death row inmate|healing|prison guard|southern u.s.
3155,Anna and the King (1999),Drama|Romance,Andy Tennant,6.7,148.0,75000000.0,English,USA,PG-13,31080,1860s|children|king|schoolteacher|siam
3156,Bicentennial Man (1999),Drama|Romance|Sci-Fi,Chris Columbus,6.8,132.0,100000000.0,English,USA,PG,87785,23rd century|android|artificial intelligence|dual role|robot
3157,Stuart Little (1999),Children|Comedy|Fantasy,Rob Minkoff,5.9,84.0,133000000.0,English,Germany,PG,94172,box office hit|cat|first part|mouse|orphanage
3159,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,James Algar,7.3,74.0,80000000.0,English,USA,G,27543,abstract|ark|disney|fairy tale|piano
3160,Magnolia (1999),Drama,Paul Thomas Anderson,8.0,188.0,37000000.0,English,USA,R,241030,abusive father|coincidence|fictional game show|fictional quiz show|multiple storyline
3163,Topsy-Turvy (1999),Comedy|Drama|Musical,Mike Leigh,7.4,154.0,10000000.0,English,UK,R,10037,19th century|exhibition|gilbert and sullivan|gilbert and sullivan's princess ida|japanese
3173,Any Given Sunday (1999),Drama,Oliver Stone,6.8,156.0,55000000.0,English,USA,R,97047,breasts|coach|football|in medias res|vomiting
3174,Man on the Moon (1999),Comedy|Drama,Milos Forman,7.4,118.0,52000000.0,English,UK,R,100743,andy kaufman|comedian|eccentric|wrestler|wrestling
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,Dean Parisot,7.3,102.0,45000000.0,English,USA,PG,123558,alien|alien race|convention|fan|general
3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,Anthony Minghella,7.3,139.0,40000000.0,English,USA,R,137891,1950s|italy|mistaken identity|nudity|sociopath
3177,Next Friday (2000),Comedy,Steve Carr,6.1,98.0,9500000.0,English,USA,R,27492,african american|flashback|marijuana joint|porn magazine|suburb
3178,"Hurricane, The (1999)",Drama,Norman Jewison,7.6,146.0,38000000.0,English,USA,R,76016,african american|book|boxer|boxing|murder
3179,Angela's Ashes (1999),Drama,Alan Parker,7.3,145.0,25000000.0,English,USA,R,16995,drink|ira|irish|limerick|prejudice
3185,Snow Falling on Cedars (1999),Drama,Scott Hicks,6.8,127.0,36000000.0,English,USA,PG-13,12375,fisherman|japanese|love|trial|washington state
3186,"Girl, Interrupted (1999)",Drama,James Mangold,7.3,127.0,24000000.0,English,USA,R,125421,1960s|father daughter incest|mental hospital|suicide|suicide attempt
3189,My Dog Skip (1999),Children|Drama,Jay Russell,7.0,95.0,5000000.0,English,USA,PG,16651,1940s|dog|mississippi|puppy|veteran
3190,Supernova (2000),Adventure|Sci-Fi|Thriller,Walter Hill,4.8,91.0,65000000.0,English,USA,PG-13,14596,deep space|distress signal|explosion|mining|rescue
3204,"Boys from Brazil, The (1978)",Action|Mystery|Thriller,Franklin J. Schaffner,7.0,125.0,12000000.0,English,UK,R,20660,1970s|jew|nazi|nazi hunter|paraguay
3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy,Gene Quintano,6.1,84.0,8200000.0,English,USA,PG-13,37611,cookie|detective|microfilm|parody|sergeant
3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,Amy Heckerling,7.2,90.0,4500000.0,English,USA,X,71217,break up|california|high school|surfer|teacher
3225,Down to You (2000),Comedy|Romance,Kris Isacsson,4.9,91.0,9000000.0,English,USA,PG-13,12324,artist|cake|college|new york city|student
3238,Eye of the Beholder (1999),Thriller,Stephan Elliott,4.9,109.0,15000000.0,English,Canada,R,13320,chicago illinois|false identity|femme fatale|new york city|spying
3240,"Big Tease, The (1999)",Comedy,Kevin Allen,6.3,86.0,4000000.0,English,UK,R,2133,competition|fake documentary|hairdresser|nudity|reference to liberace
3246,Malcolm X (1992),Drama,Spike Lee,7.7,202.0,33000000.0,English,USA,PG-13,63923,african american|black history|civil rights|ku klux klan|nation of islam
3250,Alive (1993),Drama,Frank Marshall,7.1,120.0,32000000.0,English,USA,R,38949,andes mountains|crash|death|starvation|stranded
3253,Wayne's World (1992),Comedy,Penelope Spheeris,7.0,94.0,20000000.0,English,USA,PG-13,114610,basement|lead actor's first film|long hair|public access|title directed by female
3255,"League of Their Own, A (1992)",Comedy|Drama,Penny Marshall,7.2,128.0,40000000.0,English,USA,PG,71754,baseball|friend|oregon|rivalry|softball
3256,Patriot Games (1992),Action|Crime|Drama|Thriller,Phillip Noyce,6.9,117.0,45000000.0,English,USA,R,81442,analyst|cia|ira|terrorist|terrorist attack
3257,"Bodyguard, The (1992)",Drama|Romance|Thriller,Mick Jackson,6.1,129.0,25000000.0,English,USA,R,89972,bodyguard|manager|pop singer|secret service agent|singer
3258,Death Becomes Her (1992),Comedy|Fantasy,Robert Zemeckis,6.4,104.0,55000000.0,English,USA,PG-13,78974,plastic surgeon|rejuvenation|revenge|rival|rivalry
3267,"Mariachi, El (1992)",Action|Crime|Thriller|Western,Robert Rodriguez,6.9,81.0,7000.0,Spanish,USA,R,52055,assassin|death|guitar|gun|mariachi
3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,Wes Craven,5.5,116.0,40000000.0,English,USA,R,98535,death|ghostface|murder|scream|survivor
3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,Troy Duffy,7.9,102.0,7000000.0,English,Canada,R,197845,fbi|fbi agent|friend|irish|mafia
3276,Gun Shy (2000),Comedy,Eric Blakeney,5.7,101.0,10000000.0,English,USA,R,5936,colombian|enema|group therapy|murder|nurse
3285,"Beach, The (2000)",Adventure|Drama,Danny Boyle,6.6,119.0,50000000.0,English,USA,R,176169,love|map|paradise|thailand|travel
3286,Snow Day (2000),Comedy,Chris Koch,4.9,89.0,13000000.0,English,USA,PG,9285,meteorologist|snow|snowed in|snowplow|weather
3287,"Tigger Movie, The (2000)",Animation|Children,Jun Falkenstein,6.3,77.0,30000000.0,English,USA,G,13319,cartoon tiger|coming of age|tiger|tigger|title directed by female
3298,Boiler Room (2000),Crime|Drama|Thriller,Ben Younger,7.0,120.0,8000000.0,English,USA,R,41313,career|casino|judge|stock|stock broker
3299,Hanging Up (2000),Comedy|Drama,Diane Keaton,4.7,94.0,60000000.0,English,Germany,PG-13,10132,actress|clown costume|magazine|party planner|soap opera actress
3300,Pitch Black (2000),Horror|Sci-Fi|Thriller,David Twohy,7.1,112.0,23000000.0,English,USA,R,193962,captain|darkness|eclipse|space|survival
3301,"Whole Nine Yards, The (2000)",Comedy|Crime,Jonathan Lynn,6.7,98.0,24000000.0,English,USA,R,90374,adultery|black humor|dentist|hitman|sex in bed
3316,Reindeer Games (2000),Action|Thriller,John Frankenheimer,5.7,124.0,34000000.0,English,USA,R,31113,casino|christmas|christmas season|girlfriend|release from prison
3317,Wonder Boys (2000),Comedy|Drama,Curtis Hanson,7.4,107.0,55000000.0,English,USA,R,54643,based on novel|college girl|midlife crisis|pittsburgh pennsylvania|professor
3324,Drowning Mona (2000),Comedy,Nick Gomez,5.6,96.0,16000000.0,English,USA,PG-13,11768,crying woman|plot|suspect|waitress|younger man older woman relationship
3325,"Next Best Thing, The (2000)",Comedy|Drama,John Schlesinger,4.7,99.0,25000000.0,English,USA,PG-13,9361,best friend|cartoon on tv|custody battle|gay|gay friend
3326,What Planet Are You From? (2000),Comedy|Sci-Fi,Mike Nichols,5.6,87.0,50000000.0,English,USA,R,8070,alien|baby|banker|pregnancy|question in title
3327,Beyond the Mat (1999),Documentary,Barry W. Blaustein,7.6,108.0,500000.0,English,USA,R,6790,championship|drugs|three word title|wrestler|wrestling
3354,Mission to Mars (2000),Sci-Fi,Brian De Palma,5.6,114.0,90000000.0,English,USA,PG,60467,astronaut|mars|mars the planet|outer space|zero gravity
3355,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller,Roman Polanski,6.7,133.0,38000000.0,English,Spain,R,137722,bare butt|gnosticism|lucifer|rare book|sex
3363,American Graffiti (1973),Comedy|Drama,George Lucas,7.5,112.0,777000.0,English,USA,PG,63839,california|car|drag racing|high school|rock 'n' roll
3386,JFK (1991),Drama|Mystery|Thriller,Oliver Stone,8.0,206.0,40000000.0,English,France,R,113472,death|gay slur|homosexuality|investigation|president
3390,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance,Jim Goddard,3.0,97.0,17000000.0,English,UK,PG-13,4081,china|missionary|opium|villain|year 1937
3403,Raise the Titanic (1980),Drama|Thriller,Jerry Jameson,4.7,119.0,36000000.0,English,UK,PG,2933,military|mineral|ocean|ship|titanic
3408,Erin Brockovich (2000),Drama,Steven Soderbergh,7.3,131.0,52000000.0,English,USA,R,135246,contamination|corporate crime|environmental issue|female protagonist|working single mother
3409,Final Destination (2000),Drama|Thriller,James Wong,6.7,98.0,23000000.0,English,USA,R,181058,dead teenager|death|explosion|premonition|teenager
3421,Animal House (1978),Comedy,John Landis,7.6,109.0,3000000.0,English,USA,R,90177,academic probation|camera shot of feet|fraternity|school expulsion|smashing a guitar
3422,She's Gotta Have It (1986),Comedy|Romance,Spike Lee,6.5,88.0,175000.0,English,USA,R,4769,female nudity|male model|nudity|rite of passage|sex
3423,School Daze (1988),Drama,Spike Lee,5.8,121.0,6500000.0,English,USA,R,4756,beauty salon|black college|college|fraternity|sorority
3424,Do the Right Thing (1989),Drama,Spike Lee,7.9,120.0,6500000.0,English,USA,R,59524,black militant|frustration|pizza|pizza parlor|pizzeria
3425,Mo' Better Blues (1990),Drama|Musical,Spike Lee,6.5,129.0,10000000.0,English,USA,R,8295,comeback|friend|jazz|stage|trumpet
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,Michael Pressman,6.0,88.0,25000000.0,English,USA,PG,42765,chop socky|mutant|ninja|shredder|turtle
3440,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,Stuart Gillard,4.8,96.0,17000000.0,English,USA,PG,25086,battle|japan|magic|samurai|turtle
3441,Red Dawn (1984),Action|Drama|War,John Milius,6.4,114.0,16900000.0,English,USA,PG-13,41776,guerrilla|high school|invasion|soviet|wolverine
3444,Bloodsport (1988),Action,Newt Arnold,6.8,92.0,1100000.0,English,USA,R,57578,hand to hand combat|hong kong|kumite|martial arts|tournament
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,Barry Levinson,7.3,121.0,13000000.0,English,USA,R,98348,disc jockey|friendship|radio|vietnam|vietnamese
3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller,Andrzej Bartkowiak,6.1,115.0,25000000.0,English,USA,R,57040,death|hong kong|kung fu|prison|waterfront
3453,Here on Earth (2000),Drama|Romance,Mark Piznarski,5.1,96.0,15000000.0,English,USA,PG-13,7403,diner|love|private school|school|small town
3454,Whatever It Takes (2000),Comedy|Romance,David Raynr,5.5,94.0,15000000.0,English,USA,PG-13,8055,male objectification|manipulative behavior|modern day adaptation|narcissistic woman|promiscuous woman
3462,Modern Times (1936),Comedy|Drama|Romance,Charles Chaplin,8.6,87.0,1500000.0,English,USA,G,143086,actor director writer|invention|machine|music score composed by director|tramp
3467,Hud (1963),Drama|Western,Martin Ritt,7.9,112.0,2500000.0,English,USA,Approved,15277,alcoholism|forename as title|rancher|rodeo cowboy|texas
3468,"Hustler, The (1961)",Drama,Robert Rossen,8.0,134.0,2000000.0,English,USA,Unrated,62860,drink|manager|money|partner|pool hall
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,Steven Spielberg,7.7,135.0,19400870.0,English,USA,PG,139288,alien|close encounter of the third kind|mothership|ufo|vision
3478,"Bamba, La (1987)",Drama,Luis Valdez,6.8,108.0,6500000.0,English,USA,PG-13,21409,crash|hispanic|interracial relationship|interracial romance|racism
3479,Ladyhawke (1985),Adventure|Fantasy|Romance,Richard Donner,7.0,121.0,20000000.0,English,USA,PG-13,33597,bishop|escape|hawk|lady|thief
3481,High Fidelity (2000),Comedy|Drama|Romance,Stephen Frears,7.6,113.0,20000000.0,English,UK,R,143137,employer employee relationship|record store|store|thirty something|vinyl
3483,"Road to El Dorado, The (2000)",Animation|Children,Bibo Bergeron,6.9,89.0,95000000.0,English,USA,PG,58300,adventurer|el dorado|gold|high priest|implied sex
3484,"Skulls, The (2000)",Thriller,Rob Cohen,5.6,106.0,15000000.0,English,USA,PG-13,26846,college|friend|ivy league|secret society|suicide
3489,Hook (1991),Adventure|Comedy|Fantasy,Steven Spielberg,6.7,142.0,70000000.0,English,USA,PG,182802,1990s|caught in a net|children|duel|hero
3503,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,Andrei Tarkovsky,8.1,115.0,1000000.0,Russian,Soviet Union,PG,54057,hallucination|ocean|psychologist|scientist|space station
3504,Network (1976),Comedy|Drama,Sidney Lumet,8.1,121.0,3800000.0,English,USA,R,103493,media|monologue|television|television network|television news
3510,Frequency (2000),Drama|Thriller,Gregory Hoblit,7.3,118.0,31000000.0,English,USA,PG-13,81866,altering history|alternate history|amateur radio|ham radio|paranormal phenomena
3511,Ready to Rumble (2000),Comedy,Brian Robbins,5.3,107.0,24000000.0,English,USA,PG-13,11709,gay subtext|homoerotic fight|homoeroticism|homosexual subtext|wcw wrestling
3512,Return to Me (2000),Drama|Romance,Bonnie Hunt,6.9,115.0,24000000.0,English,USA,PG,16469,heart|italian restaurant|restaurant|transplant|waitress
3519,Force 10 from Navarone (1978),Action|Drama|War,Guy Hamilton,6.3,126.0,5000000.0,English,UK,PG,13587,colonel|mission|partisan|spy|traitor
3527,Predator (1987),Action|Sci-Fi|Thriller,John McTiernan,7.8,107.0,15000000.0,English,USA,R,290949,box office hit|commando|death of friend|jungle|severed arm
3528,"Prince of Tides, The (1991)",Drama|Romance,Barbra Streisand,6.6,132.0,30000000.0,English,USA,R,12549,new york|psychiatrist|shrimper|south carolina|twins
3529,"Postman Always Rings Twice, The (1981)",Crime|Thriller,Bob Rafelson,6.6,122.0,12000000.0,English,USA,R,16764,adultery|drifter|lunch wagon|murder|neo noir
3534,28 Days (2000),Drama,Betty Thomas,6.0,103.0,43000000.0,English,USA,PG-13,34597,12 step program|box office hit|car accident|vomiting|wedding
3535,American Psycho (2000),Crime|Horror|Mystery|Thriller,Mary Harron,7.6,102.0,7000000.0,English,USA,R,357275,1980s|business card|male rear nudity|materialism|narcissism
3536,Keeping the Faith (2000),Comedy|Drama|Romance,Edward Norton,6.4,128.0,30000000.0,English,USA,PG-13,44816,celibacy|jewish|priest|rabbi|synagogue
3538,East is East (1999),Comedy,Damien O'Donnell,6.9,96.0,1900000.0,English,UK,R,14548,england|marriage|muslim|pakistani|salford
3543,Diner (1982),Comedy|Drama,Barry Levinson,7.2,110.0,5000000.0,English,USA,R,14995,baltimore colts|diner|marriage|salesman|wedding
3552,Caddyshack (1980),Comedy,Harold Ramis,7.4,98.0,6000000.0,English,USA,R,81599,caddy|country club|golf course|gopher|nudity
3553,Gossip (2000),Drama|Thriller,Davis Guggenheim,5.9,90.0,24000000.0,English,USA,R,12519,college|college campus|gossip|rape|sex
3554,Love and Basketball (2000),Drama|Romance,Gina Prince-Bythewood,7.2,124.0,15000000.0,English,USA,PG-13,14322,basketball movie|female basketball player|high school|nba|title directed by female
3555,U-571 (2000),Action|Thriller|War,Jonathan Mostow,6.6,116.0,62000000.0,English,France,PG-13,65297,battle|historically inaccurate|submarine movie|u boat|world war two
3556,"Virgin Suicides, The (1999)",Drama|Romance,Sofia Coppola,7.2,90.0,6000000.0,English,USA,R,116910,catholic|five sisters|isolation|school|suicide
3564,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy,Brian Levant,3.6,90.0,60000000.0,English,USA,PG,15517,based on tv series|love|prequel|the flintstones|title appears in song
3565,Where the Heart Is (2000),Comedy|Drama,Matt Williams,6.8,120.0,15000000.0,English,USA,PG-13,27044,birth|oklahoma|photographer|tennessee|wal mart
3568,Smiling Fish and Goat on Fire (1999),Comedy|Romance,Kevin Jordan,7.6,90.0,40000.0,English,USA,R,2631,accountant|actor|animal in title|mail carrier|single parent
3578,Gladiator (2000),Action|Adventure|Drama,Ridley Scott,8.5,171.0,103000000.0,English,USA,R,982637,battlefield|blood|combat|gladiator|roman empire
3581,Human Traffic (1999),Comedy,Justin Kerrigan,7.1,99.0,2200000.0,English,UK,R,19194,friday|friend|hip hop|techno rave|weekend
3593,Battlefield Earth (2000),Action|Sci-Fi,Roger Christian,2.4,119.0,44000000.0,English,USA,PG-13,65464,alien|bad acting|pulp fiction|resistance fighter|voyager golden record
3594,Center Stage (2000),Drama|Musical,Nicholas Hytner,6.7,115.0,18000000.0,English,USA,PG-13,15817,ballet|dance|dancer|dancing|love
3596,Screwed (2000),Comedy,Scott Alexander,5.7,81.0,10000000.0,English,USA,PG-13,6965,chauffeur|disorganized crime|dog|ransom|slapstick
3597,Whipped (2000),Comedy,Peter M. Cohen,4.4,82.0,3000000.0,English,USA,R,3665,dating|diner|masturbation|urination|washington square manhattan new york city
3615,Dinosaur (2000),Adventure|Animation|Children,Eric Leighton,6.5,82.0,127500000.0,English,USA,PG,38438,egg|iguanodon|lemur|meteor|nesting grounds
3616,Loser (2000),Comedy|Romance,Amy Heckerling,5.3,98.0,20000000.0,English,USA,PG-13,23076,college|loser|love|new york city|overdose
3617,Road Trip (2000),Comedy,Todd Phillips,6.5,94.0,15600000.0,English,USA,R,132963,blonde|college|friend|highway travel|road trip
3618,Small Time Crooks (2000),Comedy|Crime,Woody Allen,6.7,94.0,18000000.0,English,USA,PG,31169,apartment building|crook|new york city|three word title|written and directed by cast member
3623,Mission: Impossible II (2000),Action|Adventure|Thriller,John Woo,6.1,123.0,125000000.0,English,USA,PG-13,242188,cure|mission|terrorist|thief|virus
3624,Shanghai Noon (2000),Action|Adventure|Comedy|Western,Tom Dey,6.6,110.0,55000000.0,English,USA,PG-13,96690,19th century|chinese|princess|rescue|travel
3633,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller,Peter R. Hunt,6.8,142.0,7000000.0,English,UK,M,59941,bond girl|british|mission|portugal|switzerland
3635,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller,Lewis Gilbert,7.1,123.0,14000000.0,English,UK,PG,76477,1970s|cult film|official james bond series|submarine|world war three
3638,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller,Lewis Gilbert,6.3,126.0,34000000.0,English,UK,PG,69534,astronaut|dog|official james bond series|space shuttle|space shuttle transported on a 747
3639,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller,Guy Hamilton,6.8,125.0,13000000.0,English,UK,PG,73950,assassin|bikini|girl in a bikini|mission|secret agent
3646,Big Momma's House (2000),Comedy,Raja Gosnell,5.1,99.0,30000000.0,English,USA,PG-13,66941,disguise|fbi|female impersonation|gender disguise|obesity
3671,Blazing Saddles (1974),Comedy|Western,Mel Brooks,7.8,93.0,2600000.0,English,USA,R,95294,railroad|reference to douglas fairbanks|reference to jesse owens|reference to randolph scott|year 1874
3672,Benji (1974),Adventure|Children,Joe Camp,6.1,86.0,500000.0,English,USA,G,3411,animal abuse|cat|dog|dog movie|tween girl
3676,Eraserhead (1977),Drama|Horror,David Lynch,7.4,89.0,20000.0,English,USA,Unrated,69831,apartment|baby|deformed baby|factory|surrealism
3686,Flatliners (1990),Horror|Sci-Fi|Thriller,Joel Schumacher,6.6,115.0,26000000.0,English,USA,R,62037,childhood trauma|death|medical student|memory|near death experience
3688,Porky's (1982),Comedy,Bob Clark,6.2,94.0,4000000.0,English,Canada,R,31260,female full frontal nudity|revenge|school|sheriff|virginity
3693,"Toxic Avenger, The (1985)",Comedy|Horror,Michael Herz,6.2,91.0,475000.0,English,USA,Unrated,19253,boy|health club|superhero|toxic waste|troma
3694,"Toxic Avenger, Part II, The (1989)",Comedy|Horror,Michael Herz,5.1,96.0,2300000.0,English,USA,R,4663,bare breasts|japan|tokyo japan|toxic avenger|troma
3697,Predator 2 (1990),Action|Sci-Fi|Thriller,Stephen Hopkins,6.2,103.0,35000000.0,English,USA,R,105478,alien|drug lord|gang|hunter|predator
3698,"Running Man, The (1987)",Action|Sci-Fi,Paul Michael Glaser,6.6,101.0,27000000.0,English,USA,R,112669,game of death|government conspiracy|latina|oppression|police
3702,Mad Max (1979),Action|Adventure|Sci-Fi,George Miller,7.0,93.0,200000.0,English,Australia,R,152232,biker|motorcycle|motorcycle gang|post apocalypse|woman wearing only a man's shirt
3703,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller,George Miller,7.6,87.0,2000000.0,English,Australia,R,133966,australian|gasoline|post apocalypse|refinery|warrior
3704,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi,George Miller,6.2,107.0,12305523.0,English,Australia,PG-13,101840,arena|desert|fight|mad max|post apocalypse
3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance,Adrian Lyne,5.9,112.0,17000000.0,English,USA,R,29591,blindfolded woman|control|male dominance|sex game|sex in public
3708,Firestarter (1984),Horror|Thriller,Mark L. Lester,6.0,114.0,15000000.0,English,USA,R,22797,captain|experiment|fire|psychic|secret government agency
3710,Action Jackson (1988),Action|Comedy|Crime|Thriller,Craig R. Baxley,5.2,96.0,7000000.0,English,USA,R,7569,murder|power|psychotronic|tough cop|union
3717,Gone in 60 Seconds (2000),Action|Crime,Dominic Sena,6.5,127.0,90000000.0,English,USA,PG-13,218341,auto theft|brother|car|theft|thief
3730,"Conversation, The (1974)",Drama|Mystery,Francis Ford Coppola,7.9,113.0,1600000.0,English,USA,PG,74651,corruption|neo noir|recording|saxophone|surveillance
3740,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy,John Carpenter,7.3,99.0,25000000.0,English,USA,PG-13,92464,1980s|airport|cb radio|truck|truck driver
3743,Boys and Girls (2000),Comedy|Romance,Robert Iscove,5.3,94.0,16000000.0,English,USA,PG-13,13661,best friend|break up|friendship|graduation|male in underwear
3744,Shaft (2000),Action|Crime|Thriller,John Singleton,5.9,99.0,46000000.0,English,Germany,R,58416,blaxploitation|detective|drugs|shaft|trial
3745,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi,Don Bluth,6.6,94.0,75000000.0,English,USA,PG,52244,alien|captain|escape|pilot|scientist
3747,Jesus' Son (1999),Drama,Alison Maclean,7.0,107.0,2500000.0,English,USA,R,6221,hospital|love|mennonite|shower|song
3751,Chicken Run (2000),Animation|Children|Comedy,Peter Lord,7.0,84.0,45000000.0,English,UK,G,140499,chicken|escape|farm|freedom|rooster
3752,"Me, Myself & Irene (2000)",Adventure|Comedy,Bobby Farrelly,6.5,116.0,51000000.0,English,USA,R,185878,dissociative identity disorder|limousine|multiple personality|police|rhode island
3753,"Patriot, The (2000)",Action|Drama|War,Roland Emmerich,7.1,142.0,110000000.0,English,USA,R,207613,american revolution|british|french|hero|standoff
3754,"Adventures of Rocky and Bullwinkle, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,Des McAnuff,4.1,92.0,76000000.0,English,USA,PG,16611,deforestation|fbi|lighthouse|moose|squirrel
3755,"Perfect Storm, The (2000)",Drama|Thriller,Wolfgang Petersen,6.4,130.0,140000000.0,English,USA,PG-13,133076,death|fish|fishing|sea|storm
3760,"Kentucky Fried Movie, The (1977)",Comedy,John Landis,6.5,83.0,650000.0,English,USA,R,13915,fake commercial|fake newscast|fake trailer|parody|spoof
3761,"Blood In, Blood Out (1993)",Action|Crime|Drama|Thriller,Taylor Hackford,8.0,330.0,35000000.0,English,USA,R,23181,1970s|1980s|barrio|gang war|mexican
3774,House Party 2 (1991),Comedy|Drama|Romance,George Jackson,5.1,94.0,5000000.0,English,USA,R,3571,college|misogyny|money|new friend|party
3784,"Kid, The (2000)",Comedy|Fantasy,Jon Turteltaub,6.1,104.0,60000000.0,English,USA,PG,34473,altering history|cartoon on tv|childhood|image consultant|one two combo
3786,But I'm a Cheerleader (1999),Comedy,Jamie Babbit,6.6,85.0,1200000.0,English,USA,R,19986,cheerleader|gay|homosexual|lesbian|lesbian relationship
3790,Groove (2000),Drama,Greg Harrison,6.5,86.0,500000.0,English,USA,R,3562,dj|ecstasy the drug|rave|raver|warehouse
3791,Footloose (1984),Drama,Herbert Ross,6.5,107.0,8200000.0,English,USA,PG,51459,church|cowboy boots|dancing|high school dance|teenager
3791,Footloose (1984),Drama,Herbert Ross,6.5,107.0,8200000.0,English,USA,PG,51459,church|cowboy boots|dancing|high school dance|teenager
3792,Duel in the Sun (1946),Drama|Romance|Western,King Vidor,6.9,144.0,8000000.0,English,USA,Unrated,6304,box office hit|half breed|infidelity|shooting|texas
3793,X-Men (2000),Action|Adventure|Sci-Fi,Bryan Singer,7.4,104.0,75000000.0,English,USA,PG-13,452928,first part|mutant|professor|superhero|superhero team
3794,Chuck & Buck (2000),Comedy|Drama,Miguel Arteta,6.6,96.0,250000.0,English,USA,R,4662,best friend|bisexuality|friend|gay kiss|sexuality
3797,"In Crowd, The (2000)",Thriller,Mary Lambert,4.6,105.0,15000000.0,English,USA,PG-13,3668,clique|country club|female protagonist|lip gloss|title directed by female
3798,What Lies Beneath (2000),Drama|Horror|Mystery,Robert Zemeckis,6.6,130.0,100000000.0,English,USA,PG-13,98403,ghost|haunted house|research|secret|vermont
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),Comedy,Woody Allen,6.8,88.0,2000000.0,English,USA,R,31077,aphrodisiac|court jester|jester|queen|written and directed by cast member
3821,Nutty Professor II: The Klumps (2000),Comedy,Peter Segal,4.3,109.0,65000000.0,English,USA,PG-13,39391,alter ego|marriage|professor|scientist|serum
3824,Autumn in New York (2000),Drama|Romance,Joan Chen,5.5,103.0,40000000.0,English,USA,PG-13,20201,may december romance|new york|new york city|rockefeller center|title directed by female
3825,Coyote Ugly (2000),Comedy|Drama|Romance,David McNally,5.6,107.0,45000000.0,English,USA,PG-13,90539,girl in panties|lift skirt|sexual attraction|short shorts|songwriter
3826,Hollow Man (2000),Horror|Sci-Fi|Thriller,Paul Verhoeven,5.7,119.0,95000000.0,English,USA,R,101834,experiment|research|scientist|suburb|surrealism
